	Ref	NOX	ATPase
b3746	10.42689651	10.43683304	10.54395279
b3747	9.786854639	9.950168758	9.851988152
b3748	11.90596113	11.19416895	10.57904054
b3749	12.4211038	12.31031582	11.8403646
b3750	10.7814146	10.66916096	10.32320779
b3751	11.86307532	11.97229154	11.47702841
b3752	11.66614365	11.768289	11.5158185
b3753	8.588725271	9.014378895	8.834397868
b3754	8.419290768	8.930311589	9.388309567
b3755	10.55888286	10.23750526	10.98622959
b3762	4.931416664	5.017596315	6.47730229
b3763	10.39338266	10.37665821	10.98008891
b3764	12.01696108	11.62320027	11.78041682
b3766	11.41305784	10.91359934	10.92520712
b3767	11.14157733	11.29503058	10.94031342
b3768	11.88903202	11.85100343	11.91760269
b3769	10.51018794	10.51893829	10.3700698
b3770	10.68526333	10.49395424	10.69388838
b3771	11.95203287	12.16193777	12.01854702
b3772	9.539418601	9.649791442	9.487021717
b3773	10.51966974	11.17227528	10.71438862
b3774	14.20099914	14.15653949	14.00493371
b3775	10.33107654	9.917621037	10.25406609
b3776	7.092861599	7.285586176	7.899924386
b3777	7.292730692	8.215192757	7.981757489
b3778	9.445720891	9.644354885	9.453103917
b3779	10.78294719	10.70699452	10.94925434
b3780	11.70636882	11.38118229	11.49803051
b3781	13.03887526	12.64594846	12.92344582
b3782	14.0355825	13.66388674	13.59103275
b3783	12.6039219	12.4872862	12.34069525
b3784	10.08078208	10.06242375	9.902519155
b3785	10.73254624	10.59721152	10.45627058
b3786	9.32177901	9.157849463	9.251441719
b3787	11.90896352	12.04854312	11.8762237
b3788	10.90662115	10.98498772	10.87544749
b3789	6.942010056	7.295170816	7.32097668
b3790	10.3252546	10.3656351	10.19836934
b3791	10.84220579	10.83272088	11.01177873
b3792	2.947471138	3.428275817	4.432762795
b3793	9.333680287	9.833981912	9.888420284
b3794	9.294020264	9.390237581	9.243679075
b3795	9.250663863	10.17143804	9.808790224
b3800	9.666688037	10.70439093	10.20867462
b3801	5.749205792	8.027948719	7.137796795
b3802	11.4949665	11.38837898	11.48001761
b3803	11.13380784	11.0395738	11.10025723
b3804	10.9870767	10.95306582	11.03516209
b3805	11.64522465	11.68695506	11.87277966
b3806	11.91022206	11.87595782	12.03616384
b3807	7.281615597	7.315036968	8.054015496
b3808	8.333188296	8.955408466	8.311542489
b3810	11.87316364	11.74810115	11.81949749
b3811	11.25728743	10.97154347	11.17646685
b3812	9.373071799	9.406057029	9.366928057
b3813	8.372332314	8.691484276	8.476249516
b3814	7.036992507	9.421970217	8.136812628
b3815	6.592302808	7.680191561	7.81644145
b3816	10.19848648	9.982312785	10.38531432
b3817	5.066116523	6.674095114	5.668082784
b3818	5.49301081	7.040327283	6.16160558
b3819	5.453395658	6.4784159	6.136266473
b3820	10.82092493	10.79555387	10.66512976
b3821	11.39182849	11.34173461	11.42949984
b3822	10.64817657	10.94354832	10.93622476
b3824	9.508104004	10.15275752	10.11526478
b3825	9.972405298	9.929726839	9.992198909
b3826	3.97971635	3.795927178	4.057100172
b3827	9.774596333	10.26116823	10.08769386
b3829	13.92617806	14.17024272	14.10469712
b3831	11.04527515	10.51880887	10.63737366
b3832	6.8757645	7.259941007	6.770029561
b3833	12.35152046	12.41973709	12.19823476
b3834	8.898422063	8.725415587	8.679342951
b3835	10.09259803	10.15822325	9.952433826
b3836	12.18591935	11.91454566	11.79639663
b3838	12.67764485	12.63163645	12.48286193
b3839	10.29493704	10.43957939	10.20407071
b3840	10.22869776	10.80369909	10.52967844
b3841	8.076125668	8.723616417	8.737731964
b3842	8.227487361	8.376738112	8.415956019
b3843	10.5543424	10.49896963	10.38440081
b3844	10.97005679	10.82853535	10.93242151
b3845	9.167698388	9.658581684	9.461557714
b3846	12.12191502	12.50462015	12.13398232
b3847	11.0043972	11.16496039	10.88318519
b3848	10.80325426	11.10328842	11.02447046
b3849	7.742137815	8.180626408	8.146465634
b3850	11.79719429	11.94607576	11.88961768
b3856	10.20541892	10.7286335	11.31290439
b3857	9.472734421	9.528080774	10.13836795
b3858	10.27765203	9.557846413	9.802943671
b3859	10.3351886	10.01793425	9.926132729
b3860	11.98997277	11.7421087	11.62070761
b3861	9.44369418	10.62544134	9.819130835
b3862	7.859554769	8.456298774	8.220028159
b3863	11.6966041	11.78110717	11.69295521
b3864	9.644026178	8.979040611	8.57890309
b3865	12.37556949	12.30143687	12.42066361
b3866	11.45687849	11.36004465	11.42932573
b3867	10.86523137	10.69781248	10.7671155
b3868	10.17138831	10.54459971	10.17333947
b3869	8.85456479	9.282586188	9.096314243
b3871	12.45600575	12.52775141	12.14696353
b3872	9.25489821	9.628322936	9.380864674
b3873	9.404612086	9.998528255	9.344179333
b3874	7.146638962	9.371056257	7.959305594
b3875	4.515727242	6.44632822	5.592782526
b3876	7.119085156	9.254205349	7.964219247
b3877	3.324600189	4.462764742	4.315701992
b3878	6.292088966	8.128719742	7.753369238
b3879	5.545927689	7.619933747	6.575596642
b3880	4.293051776	4.731240189	4.889990782
b3881	8.233474449	9.898932439	8.676233925
b3882	6.179060311	7.577978459	7.437890013
b3883	8.432485138	9.741547502	8.984511521
b3884	10.82747991	10.88695994	10.73437856
b3885	10.18337056	9.65174144	9.580095883
b3887	9.857059301	9.751868385	9.841050184
b3888	9.855938253	9.521886114	9.630719588
b3889	7.283472754	8.936935075	7.61969319
b3890	7.298333386	8.255310259	7.662059514
b3891	10.81621061	10.98534916	10.85422246
b3892	9.220530553	9.497410344	9.230550944
b3893	6.037508887	6.508875405	6.396377968
b3894	5.735242794	6.282972423	6.139275604
b3895	10.16311542	10.55969262	10.54320942
b3897	6.070922771	7.80431205	7.307721053
b3898	6.651545353	9.316121677	8.250138628
b3899	7.629363956	9.095091991	8.414284198
b3900	6.257112677	7.522095243	6.940101308
b3902	3.986467933	4.27728798	5.015716518
b3903	7.643043509	10.38833876	9.055461773
b3904	6.817982013	9.573247813	8.14248091
b3905	2.359480976	2.225937897	2.30021512
b3906	6.208652486	8.564089614	7.838808244
b3908	12.70130472	12.61554514	12.54979399
b3909	7.938646872	10.08209101	8.948863501
b3910	7.080702302	7.340987781	7.496850717
b3911	11.04609608	11.15166004	11.4073467
b3912	12.21250438	12.14837281	12.24137099
b3913	11.70960517	10.41914029	10.48917234
b3914	11.84216552	10.9152764	10.95913031
b3915	10.77358019	10.54752406	10.6404962
b3916	11.86922955	11.54434789	11.65638739
b3917	11.63661541	11.81976525	11.39438721
b3918	9.134672965	9.704991006	9.032788462
b3919	13.24452427	12.71020578	13.19822631
b3920	8.668437004	8.602494034	8.734462846
b3921	9.060093717	9.518655127	9.216194619
b3922	11.00390193	10.32947072	10.50379783
b3923	10.06411719	9.628506343	9.684137835
b3924	9.924230959	9.473474125	9.372809975
b3925	9.936724966	10.00874188	10.25565816
b3926	8.414468819	8.26796901	8.342246234
b3927	10.46887273	10.58187346	10.38082539
b3928	10.9709146	10.47613844	10.5373235
b3929	11.93416463	11.69954409	11.85189185
b3930	9.456583874	9.572997681	9.520428032
b3931	12.10262606	12.34865573	12.23547767
b3932	11.75729333	11.64831036	11.64551022
b3933	12.8203859	12.8377493	12.86359505
b3934	11.30204746	11.39154664	11.3225833
b3935	8.128820103	8.511571584	8.464422245
b3936	13.09703795	12.12423454	11.90127878
b3937	9.274491414	9.363719787	9.798402419
b3938	11.31165811	10.5543171	11.00941979
b3939	9.970922286	9.982491214	9.91968697
b3940	10.09652511	10.07014773	10.03671293
b3941	12.59533576	12.52878773	12.28806893
b3942	11.65556252	11.89158494	11.47198558
b3943	7.086118565	8.088982164	7.910190781
b3944	8.067374077	10.35941363	9.067065707
b3945	2.817955112	2.827631072	3.573473555
b3946	8.510791058	9.567819745	9.274891679
b3947	8.034237252	10.49405377	9.379072144
b3949	6.986278141	9.029611882	8.060013432
b3950	3.830587477	4.033191421	5.628406801
b3951	7.089611217	8.98275243	7.845301501
b3952	6.611242544	7.98341143	7.300177649
b3953	5.127024836	7.119392837	6.704399646
b3954	9.910749852	10.57673022	10.50062006
b3955	9.695048475	9.811309647	9.675947765
b3956	13.38875065	13.64172288	13.56434309
b3957	11.90113397	12.00381681	11.75440591
b3958	12.01581283	11.99960994	11.77561553
b3959	12.01380326	12.05917822	12.07099013
b3960	12.24815635	12.5637015	12.49521987
b3961	9.812366145	9.809389693	9.795521037
b3962	10.73689907	10.83146609	10.82403833
b3963	11.2280016	10.99746308	10.79665153
b3964	10.25328508	10.29955202	10.10694127
b3965	11.01922388	10.88448221	11.00545743
b3966	8.063488188	8.249092427	8.571325925
b3967	11.61653794	11.8377093	11.86731366
b3972	10.02235989	9.829406829	9.823974414
b3973	8.976934614	8.921853417	8.874925466
b3974	9.693837976	9.574300499	10.01304529
b3975	2.622238361	2.584186572	3.129704015
b3981	9.290515557	9.316969819	9.039046907
b3982	11.81140762	11.71992807	11.36444641
b3983	14.44876779	14.32308847	14.0220342
b3984	14.44878433	14.50894336	14.1025578
b3985	14.53532063	14.64290841	14.54987189
b3986	14.44533893	14.51681091	14.35683844
b3987	13.28181964	13.32495671	13.17313496
b3988	12.73140931	12.84446818	12.91221962
b3989	5.172056101	6.141284895	5.946962827
b3990	7.237003489	8.501963211	8.461394237
b3991	6.465412982	8.829246519	7.877886191
b3992	4.742783288	6.376767133	6.415781067
b3993	6.173923848	7.510945093	7.352406326
b3994	6.034800487	7.609767313	7.032858738
b3995	10.09309391	9.541455941	9.775212618
b3996	11.41376085	11.29025095	11.37858068
b3997	10.9075173	10.79427542	10.92452962
b3998	8.772792562	8.731403006	9.126133292
b3999	10.2381493	9.901389862	10.08144632
b4000	13.91278722	13.1870762	13.44098579
b4001	9.263040416	9.498979865	9.378883759
b4002	6.479081223	8.848753316	8.328372195
b4003	6.396268848	8.214154164	8.001128502
b4004	7.698690107	9.162800771	8.74724154
b4005	11.835174	12.38925635	12.26810997
b4006	12.24757756	12.65619536	12.89084787
b4011	8.503496757	9.147500603	9.322793063
b4012	7.442221393	7.770701297	8.639687968
b4013	11.70302633	11.50267751	11.27525161
b4014	12.56957294	12.81260343	11.95235915
b4015	12.81797022	13.58132635	12.61003262
b4016	9.592752246	9.861277206	9.252094887
b4017	5.125462265	7.115149341	6.06856044
b4018	11.03119206	10.81383571	10.7841551
b4019	10.86293468	10.71053264	10.64600404
b4020	6.658168822	7.339516345	7.452745815
b4021	7.75698677	8.579848726	8.429510593
b4022	11.29970457	11.43306293	11.28088724
b4023	10.97968007	10.95660282	10.81847977
b4024	12.65526022	12.71470698	12.53146611
b4025	12.47916592	12.11908293	12.50667982
b4026	6.260067393	6.640765374	7.353353568
b4028	5.465356344	5.226257501	5.149095831
b4029	5.386720343	7.621221151	7.521546045
b4030	7.950704105	8.218021964	8.36757026
b4031	9.219709914	10.30227874	9.912774236
b4032	9.708107124	10.40866076	10.05875487
b4033	10.97000186	11.23491675	11.0998715
b4034	11.81147413	11.83010442	11.39498375
b4035	11.8754952	11.68394167	11.51417635
b4036	10.53192229	10.79047088	10.46166016
b4037	8.835804903	9.091924832	8.738060356
b4038	7.373552692	9.075711284	8.096489152
b4040	9.893980613	9.812333142	9.769312799
b4041	11.07625028	11.02243547	11.13518732
b4042	10.51257879	10.53565697	10.33661314
b4043	10.88135235	10.65248374	10.44149956
b4044	6.832140055	8.008517231	7.399234053
b4045	10.76173942	10.33257554	10.30848456
b4047	2.790154711	2.245143399	2.319420622
b4048	5.58736072	7.810865894	6.187838746
b4050	6.351919067	7.220302644	7.085288806
b4051	8.274857857	7.654657771	8.242679562
b4052	11.36279507	11.32927542	11.32177019
b4053	10.84287044	11.09640139	11.08382506
b4054	11.80332826	11.84952028	11.77269776
b4055	10.38576611	11.08062111	10.61045413
b4056	10.13146112	9.565232096	9.926860901
b4057	10.32144154	10.18075771	10.30060973
b4058	7.0465187	6.86982221	7.100488066
b4059	11.27960832	10.87947673	11.00289747
b4060	5.13384281	5.000958138	5.045968509
b4062	10.70257767	10.6447006	10.52574408
b4063	8.46750122	9.216734799	9.068566509
b4065	8.936225877	8.999600956	8.840399353
b4066	6.180207674	8.687515466	7.487585671
b4067	6.449388343	6.838665567	6.841063781
b4068	6.107632975	7.017588506	6.695928418
b4069	10.03590581	10.65257277	9.973663863
b4070	8.817790574	9.675625001	9.614635169
b4071	7.506832329	9.057533608	8.38431052
b4072	5.416669093	7.498929226	6.736709143
b4073	8.889947675	9.708098519	9.379703289
b4074	6.393894891	7.765605585	7.314297998
b4075	6.55826433	8.607911307	7.846705782
b4076	3.138857114	3.472545997	3.996086388
b4077	9.84828111	10.65881501	10.18168624
b4078	11.2811284	11.39448427	11.04128287
b4079	8.072923571	9.068157473	8.349688758
b4080	8.352565458	9.730786201	9.177614925
b4081	5.881531286	8.781764228	7.946307828
b4082	6.130556878	9.173464059	8.320396612
b4083	6.248328027	8.710063215	7.885373446
b4084	8.307240527	10.25066127	9.075314844
b4085	5.56038111	6.912664382	6.759034591
b4086	6.288597859	7.3347432	7.552204671
b4087	6.976773066	9.014383429	7.860273237
b4088	9.7892202	10.53661516	9.811832991
b4089	9.163118406	8.939117298	9.524547118
b4090	9.279492197	10.12331826	9.671993921
b4094	7.092282339	8.364544361	8.196716469
b4095	4.860157489	7.084318403	6.481793979
b4096	6.161204071	7.190933005	7.174874223
b4097	9.180237237	9.588409802	9.989586186
b4098	4.362746479	5.555263191	6.66240155
b4099	3.197588982	3.086638143	4.375293063
b4100	6.723808863	8.160009239	8.144075626
b4101	6.902692375	8.207607949	7.877416888
b4102	5.577935204	7.558332459	7.071147967
b4103	5.471843436	9.127400523	7.741939222
b4104	7.675857626	8.104467953	8.447051533
b4105	7.314689867	9.281075464	8.577666902
b4106	4.757263866	7.112679837	6.647230571
b4107	10.39594911	10.54663529	10.75721676
b4108	12.89630182	12.92159027	12.90421596
b4109	9.790579443	10.61382994	10.11333699
b4110	7.568362362	9.262604606	8.719264272
b4111	10.75862825	10.39641758	10.64507126
b4112	10.99549899	11.14055478	10.86555473
b4113	10.57791346	10.7293415	10.3847554
b4114	10.79900856	11.0745396	10.70305123
b4116	5.979276691	7.911898885	7.615892203
b4117	7.17887813	9.153801953	8.421028952
b4118	8.84180487	9.089795617	8.89379332
b4119	3.917884013	4.558081709	5.128715229
b4120	8.228413809	9.319347722	8.472273345
b4121	10.19592231	10.87948873	10.82167548
b4123	8.391499386	9.808081829	9.375159208
b4124	8.526848343	8.672086551	8.774370713
b4125	8.9046456	9.216235252	9.207542304
b4126	9.228595906	8.552149525	8.974148805
b4127	11.76095923	11.03685758	11.43232165
b4128	2.908272429	2.675370268	2.690889873
b4129	10.50614351	10.45340279	10.52427821
b4130	8.012857184	9.429611399	8.968953052
b4131	7.518808306	9.792996797	8.375808235
b4132	5.647981752	7.765844638	6.836589305
b4133	6.781687566	8.516074962	7.839251845
b4135	11.5534777	11.20948345	11.55809445
b4136	9.590956924	9.822364465	9.915813734
b4137	9.514255405	9.332703159	9.649390746
b4138	9.082203543	9.066147619	9.348071703
b4139	11.3259219	10.99666732	10.91320109
b4140	10.87856288	10.9568399	10.94025526
b4141	9.033036139	9.305092712	9.222535931
b4142	13.3710395	12.8015231	13.1196257
b4143	13.30145324	13.65543065	13.59030279
b4144	12.40461437	11.74516163	11.85972578
b4145	8.928324318	10.01945913	9.324161784
b4146	10.60132685	10.38286058	10.42336642
b4147	12.62429687	12.42870015	12.26406647
b4148	9.369720359	8.914571552	9.029739145
b4149	10.12862014	9.460537652	9.649929003
b4150	11.70507226	12.18545563	11.92726125
b4151	8.782440626	9.406626521	9.370910676
b4152	4.690223784	4.937210608	4.826405545
b4153	9.409605876	9.389968353	9.517328306
b4154	9.271783526	9.022192476	9.376243449
b4155	8.727116917	8.937584127	8.948861116
b4156	8.929307191	9.638588048	9.298723574
b4157	7.714834787	9.169359186	7.844542411
b4158	6.848708771	8.782799478	8.013637879
b4159	10.91914691	11.23970632	11.20247412
b4160	11.92139618	11.82295122	12.0236677
b4161	11.26658089	11.11273423	11.09955135
b4166	10.8032857	11.20603827	10.96434155
b4167	11.56159874	11.28864099	11.65347756
b4168	10.00967718	9.776394689	9.979150773
b4169	9.945464751	10.19521011	10.14417525
b4170	2.485951145	2.627921485	3.468604093
b4171	12.53878595	12.38083264	11.98078562
b4172	11.68229428	11.15911913	11.12340468
b4173	11.99618064	11.8081613	11.62738621
b4174	12.34842473	12.34093269	12.21854904
b4175	11.61326493	11.52034029	11.43279736
b4176	8.840480883	9.336264981	8.879993419
b4177	11.59786491	11.33047166	11.36161768
b4178	11.89792559	11.32288902	11.2229195
b4179	10.17552211	9.774346655	9.922731695
b4180	8.139392895	8.215972623	8.014248055
b4181	2.884796072	2.682559917	2.693749358
b4182	7.237288655	8.971257671	7.629508857
b4183	5.105784151	7.160091785	6.001745686
b4187	10.0552083	9.661929042	9.948665659
b4188	9.988385712	10.26631704	10.28980858
b4190	9.364733706	9.765406333	9.814317506
b4191	10.26654846	10.67781719	10.36098721
b4192	8.25008055	9.818158548	8.727223356
b4194	9.100715592	9.625283224	9.530557701
b4195	6.910664291	8.039771759	7.581271229
b4196	7.915954801	9.298819191	9.040704883
b4197	7.16558012	8.795163201	8.152470554
b4198	8.134695479	9.546139913	8.930600528
b4199	5.05023671	5.528483782	5.318198233
b4200	12.76655403	12.81952614	12.40737564
b4201	13.4535279	13.41286587	13.21491008
b4202	13.44989876	13.36817474	13.10209305
b4203	12.56284629	12.25144155	12.0676844
b4204	5.370811521	7.01693773	6.93314121
b4205	4.854876408	5.901165405	6.123564914
b4206	11.48133031	11.39120433	11.57927794
b4208	11.34335155	11.45424506	11.36450823
b4209	8.988534836	10.54637616	10.11260308
b4210	8.262290284	9.167002093	8.541083926
b4211	8.736370099	9.276440055	9.36441773
b4212	8.992044958	9.622265509	9.600002733
b4213	11.12392866	11.41191872	11.02466658
b4214	5.597478033	4.69479956	5.811683495
b4215	4.1930551	5.705219976	4.838161297
b4216	9.030605566	9.375540958	9.159260821
b4217	10.17929684	9.569740245	9.808995613
b4218	10.03639033	10.26315178	10.15051729
b4219	10.23184397	10.06494878	10.10568517
b4220	10.77552181	10.66102	10.72041267
b4221	9.333167765	9.129982574	9.37054777
b4222	10.36997534	10.08768044	10.06840562
b4223	8.191986812	8.828953891	8.681516651
b4224	9.843331078	9.68835853	9.456019354
b4225	10.77473028	10.99888158	10.87196697
b4226	13.97212745	13.25171167	13.31594623
b4227	8.998180569	9.158806924	9.072954558
b4228	7.073406789	7.338648069	7.20381342
b4229	9.036870063	10.34903221	9.38689689
b4230	3.260962228	3.523138156	4.475785391
b4231	7.937395074	8.212873133	8.436139239
b4232	9.936900909	9.873322422	9.986712518
b4233	10.63475978	10.48254933	10.64583769
b4234	10.16905957	9.517926173	10.02521135
b4235	10.13033647	9.747724648	9.953958532
b4236	11.02034085	10.97826183	11.27443196
b4237	8.746203634	9.76111979	9.477787042
b4238	8.778488443	9.093015005	8.916694956
b4239	6.55078113	7.888389146	8.212009645
b4240	8.414687199	9.376432155	9.524109584
b4241	8.527766264	9.116942225	9.024253631
b4242	8.313130876	8.593252369	8.357832552
b4243	13.9719857	14.12665734	14.29740489
b4244	13.08535626	13.41842961	13.4324035
b4245	14.04876919	14.37375772	14.56352187
b4246	10.16304329	9.684707469	10.08605365
b4247	4.00261992	5.521974747	5.715230261
b4248	10.08583573	10.16461697	10.3707345
b4249	6.34816883	8.254376382	7.596939405
b4250	9.178738464	9.343494795	9.019954007
b4251	6.610298761	6.853067989	6.308819775
b4252	10.37494428	10.11918633	10.20691512
b4253	3.446132121	3.64505633	3.365771577
b4254	11.24103816	11.12537036	11.13391403
b4255	12.45981741	11.7250449	11.84829668
b4256	6.950679939	7.595095254	7.08769999
b4257	6.970721279	7.912963554	7.403439072
b4258	11.55571931	11.32636208	11.47483621
b4259	11.75338705	11.41044418	11.33320839
b4260	11.08076779	11.08542912	10.99009641
b4261	11.12788373	11.1551459	11.16626292
b4262	10.22865957	10.58290761	10.63517188
b4263	10.45178067	10.58237604	10.77232998
b4264	8.483697154	8.588673497	8.797902291
b4265	7.253592939	8.930331905	7.815280164
b4266	6.137440674	7.619047904	7.214220145
b4267	8.164011986	9.630367864	9.359298496
b4268	8.142379765	8.946745466	8.919389865
b4269	7.980418002	8.342233011	8.379877367
b4271	9.619751249	9.641674643	9.590398658
b4274	7.215233341	7.764576287	7.414301872
b4275	7.559149533	7.463208309	7.878262642
b4276	7.491259105	8.96344231	8.301645285
b4277	4.529513663	5.569261253	5.624222438
b4279	7.120532185	7.727466434	7.163112026
b4280	9.521215656	9.791903129	9.283837766
b4281	6.97422116	7.805193411	7.964324956
b4282	6.741122019	7.051840933	6.591625784
b4283	9.958182618	10.31703667	10.01213405
b4285	7.193455132	8.916815749	7.985077751
b4286	7.337405539	8.948585739	8.004582636
b4287	8.830363178	9.575410706	9.702400966
b4288	7.408156892	8.733019244	8.586122021
b4289	7.084066974	9.26974751	9.041366722
b4290	8.093212894	9.259998629	9.146050137
b4291	9.2713028	10.15732055	10.0702462
b4292	8.981991211	9.868294225	9.736111368
b4293	9.214558961	9.586250539	9.602355059
b4294	9.42670608	9.189318196	9.115944546
b4295	10.78803815	10.78049992	10.77211749
b4296	7.400364262	9.728650993	8.445491702
b4297	7.170686161	8.269965648	7.810351253
b4298	8.832043774	9.941673766	9.390729228
b4299	7.751082332	9.764056827	8.622254205
b4300	6.978302874	8.270104653	8.096017878
b4301	8.579727789	9.756748761	9.210852078
b4302	8.204952655	8.847358923	9.326650557
b4303	7.219302443	9.060658637	8.203227516
b4304	9.68917025	10.01665927	10.42080575
b4305	7.22348097	8.488030056	8.07164957
b4306	8.567162763	9.642497594	9.544964056
b4307	8.835028483	9.841072479	9.12545889
b4308	6.360659255	8.239592166	7.977063509
b4309	8.636244647	9.16396042	8.937950231
b4310	10.09399612	9.837178409	9.548784582
b4311	7.753361306	9.58096654	8.276636153
b4312	10.23729189	10.11309719	9.772009854
b4313	9.498462645	10.20231742	9.41622409
b4314	12.61472483	12.25364422	11.12798052
b4316	11.33218662	11.05693202	10.02580203
b4317	9.115349982	9.183723686	8.496859968
b4318	10.30488566	10.20984162	9.742180717
b4319	9.320482534	9.532412708	8.726178561
b4320	8.483591074	8.701139713	8.48654682
b4321	8.208096792	9.510481814	9.398780875
b4322	8.209570952	8.688976603	8.534991459
b4323	8.253286551	8.868045251	8.376237353
b4324	10.11599671	10.32213439	10.00832908
b4325	3.177312842	3.302447796	3.519248457
b4326	7.606568668	8.071112872	8.071604987
b4328	10.18121194	10.55683971	10.50289857
b4329	9.078915155	10.02839656	9.544279576
b4330	7.780352255	9.853640196	8.690324138
b4331	8.934906995	10.36530935	9.49905871
b4332	9.176761703	10.14116302	9.753378006
b4333	7.000203156	7.972714737	8.255044308
b4334	7.959418824	9.278718399	8.96911095
b4335	9.859829922	10.70041142	10.37269926
b4336	9.564749927	9.75540199	9.750779856
b4337	6.856620518	7.197190712	7.360111729
b4338	6.230664139	7.468931237	7.570401271
b4339	9.275226345	9.003778122	9.117774324
b4340	8.250307477	8.682209535	8.516902289
b4341	5.781413988	7.852035281	7.089265718
b4342	9.623779629	10.150801	10.19083534
b4343	7.801229395	8.169456728	8.326962271
b4344	8.492057946	8.941371999	8.572305908
b4345	9.05598136	9.561269181	9.300866105
b4346	10.12758348	10.30403634	9.955653412
b4347	4.421228639	4.586903325	4.928362952
b4348	11.26479876	11.08328726	11.10202831
b4349	10.90876546	10.94534318	11.03587597
b4350	10.37612275	10.59379045	10.56327155
b4351	9.438366695	9.59855573	9.805152621
b4352	8.852065383	8.678743313	9.019946366
b4353	10.23091804	10.38637065	11.07460394
b4354	7.049214123	7.95149283	10.3908378
b4355	7.89979242	9.246749603	8.803210371
b4356	6.714034472	8.729887206	8.110427689
b4357	5.372699709	6.522155028	7.145464378
b4358	10.40818373	10.89563141	11.00069573
b4359	8.887825429	9.222742354	9.221926685
b4360	10.27367341	9.962154762	10.04507356
b4361	9.594739643	9.652058763	9.682177614
b4362	11.12669448	11.06184512	11.16691158
b4363	5.226029611	6.434381608	6.115280458
b4364	7.290307884	8.184272137	8.243589009
b4365	8.381357323	9.70415765	8.62483523
b4366	7.077472805	9.243749798	7.520186192
b4367	8.76004892	8.922567431	8.812684781
b4371	10.12852174	10.15509886	10.39561821
b4372	11.98595432	12.02414684	12.08593937
b4373	11.79024891	11.665875	11.58904272
b4374	7.728026713	7.63570798	7.707962241
b4375	11.80504854	11.7513735	11.67402092
b4376	12.06104346	10.40886116	11.71094153
b4377	10.00019978	9.396689009	10.04158426
b4378	8.828823529	9.117984796	9.237021796
b4379	9.731471535	10.92534372	10.85491429
b4380	7.238134204	9.295847174	8.497207646
b4381	12.16200217	12.09834514	11.73140185
b4382	11.10621565	10.90911263	11.15899778
b4383	11.75286206	11.49846907	11.60406089
b4384	11.77025426	11.56243923	11.70840548
b4385	9.430637514	9.43879937	9.570884379
b4386	7.962299722	8.280697746	8.765779241
b4387	8.4784227	8.780846077	9.201274112
b4388	11.22478708	11.11395978	11.13859852
b4389	10.68223711	10.75102365	10.85382116
b4390	9.901881167	9.563560961	9.578808233
b4391	11.44756045	11.38118257	11.28412983
b4392	11.75151774	11.71041853	11.82668671
b4393	10.52336009	10.41075396	10.52765414
b4394	6.959051756	7.244035652	7.266883551
b4395	9.222136102	9.339646145	9.298748368
b4396	10.81749602	10.56825365	10.99440709
b4397	9.050705284	8.919262008	8.935367474
b4398	10.61573706	10.64990877	10.55598281
b4399	9.891885076	10.27487135	10.16904954
b4400	7.004667565	8.398047082	7.603361642
b4401	11.48407624	10.63600727	10.91911718
b4402	4.066257783	4.883346156	4.8658962
b4403	11.64737835	11.70993529	11.42487477
b4404	8.27609022	8.388238091	8.256223549
b4405	7.81692273	8.017887955	8.023485621
b4406	10.80831337	10.26255909	10.55544356
b4407	7.843214026	8.419800577	8.301479448
b4408	15.25941374	14.76596986	15.02761181
b4409	7.024188739	6.381015002	6.687736007
b4410	4.373714607	4.204320943	4.347934875
b4411	10.86547564	10.13615421	10.32342026
b4412	2.442453402	2.601692926	3.029404941
b4413	5.886271163	5.555226112	6.915365391
b4414	13.36896447	13.19825894	12.48805474
b4415	9.875422267	11.0723799	10.03208715
b4416	10.58226967	9.783399265	9.603647572
b4417	5.949986409	7.248244629	6.847942514
b4418	12.2976195	11.91065261	11.43637613
b4419	9.73711088	10.56799184	10.37546311
b4420	5.789304503	5.194299205	5.339394156
b4421	8.638910886	9.617585426	9.435030748
b4422	2.359480976	2.225937897	2.30021512
b4424	6.851470288	6.482929054	6.601663018
b4425	11.51288416	11.43033595	11.99631116
b4426	9.379999944	9.588245068	9.747702088
b4427	2.857379285	2.738456804	2.90002578
b4428	9.210996338	9.405161145	9.152363233
b4429	3.756032962	3.938186396	4.123363228
b4430	6.711521026	6.644872159	7.015869323
b4431	4.657196113	5.527682832	5.182158969
b4432	6.912843037	6.465248168	6.596210902
b4434	10.62329196	10.05942541	9.862265987
b4435	4.453282582	9.443501286	6.319108063
b4436	8.364087828	8.48538081	8.597887737
b4437	8.387547864	8.711365438	8.711290332
b4438	9.867342773	10.12434917	9.985316052
b4439	7.645589226	7.008152783	7.613427947
b4440	9.56735137	9.501408892	9.690480315
b4441	11.49353642	9.888753669	10.54047188
b4442	3.734750221	3.446760028	4.097835355
b4443	5.694179156	4.901078365	4.969403731
b4444	5.072489722	6.104832665	5.769350089
b4445	9.09368522	10.04400617	9.636073651
b4446	6.512418485	6.39417789	6.283139115
b4447	10.453752	9.672869841	10.30939805
b4448	8.984155852	9.260920327	8.990817033
b4449	5.472189168	7.908405591	6.853777325
b4450	7.494356845	8.032201017	7.971506939
b4451	6.706537541	6.859232256	6.743259425
b4452	5.681763916	5.673607176	6.283135714
b4453	5.015407322	6.140043945	6.335158666
b4454	2.359480976	2.225937897	2.30021512
b4455	2.360865955	2.225937897	2.30021512
